naics,enduse_cat,not_total,end_use,total,net_electricity,fuel_oil,diesel,natural_gas,NGL_HGL,coal,other
327993,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0.01,0,0.01,0.01,0.01,0,0
327993,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,27.06,9,0,0.02,18,0.04,0,0
327993,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
327993,Direct Uses-Total Process,TRUE,Machine Drive,4.03,4,0,0.01,0.01,0.01,0,0
327993,Direct Uses-Total Process,TRUE,Other Process Use,2.02,1,0,0.01,1,0.01,0,0
327993,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.03,0.01,0,0,0.01,0.01,0,0
327993,Direct Uses-Total Process,TRUE,Process Heating,22.01,5,0,0,17,0.01,0,0
327993,End Use Not Reported,FALSE,End Use Not Reported,1.03,0.01,0,0,0.01,0.01,0,1
327993,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,0.04,0.01,0,0.01,0.02,0,0,0
327993,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,0.02,0,0,0.01,0.01,0,0,0
327993,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,0.02,0.01,0,0,0.01,0,0,0
327993,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,32.17,11,0,0.08,20,0.09,0,1
331110,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,36.05,14,0,3,19,0.05,0,0
331110,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.02,0,0,0.01,0,0.01,0,0
331110,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,19.02,5,0,0.01,14,0.01,0,0
331110,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,6,6,0,0,0,0,0,0
331110,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,3.03,0.01,0,3,0.01,0.01,0,0
331110,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,6.01,2,0,0,4,0.01,0,0
331110,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,1.03,0.01,0,0.01,1,0.01,0,0
331110,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,533.04,182,0,1,333,0.04,17,0
331110,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,5,5,0,0,0,0,0,0
331110,Direct Uses-Total Process,TRUE,Machine Drive,66.02,63,0,0.01,3,0.01,0,0
331110,Direct Uses-Total Process,TRUE,Other Process Use,44.02,3,0,0.01,34,0.01,7,0
331110,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,8.01,3,0,0,5,0.01,0,0
331110,Direct Uses-Total Process,TRUE,Process Heating,411.02,108,0,0.01,292,0.01,11,0
331110,End Use Not Reported,FALSE,End Use Not Reported,556.03,8,0.01,0.01,4,0.01,0,544
331110,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,46.03,1,0.02,0,45,0.01,0,0
331110,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,31.02,0,0.01,0,31,0.01,0,0
331110,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,15.01,1,0.01,0,14,0,0,0
331110,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,1170.14,204,0.03,4,401,0.11,17,544
331314,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,2.07,1,0,0.04,1,0.03,0,0
331314,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.02,0,0,0.01,0.01,0,0,0
331314,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,1.03,0.2,0,0.01,1,0.01,0,0
331314,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,0.01,0.2,0,0,0,0,0,0
331314,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.03,0.2,0,0.01,0,0.01,0,0
331314,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.02,0.2,0,0,0.01,0,0,0
331314,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.03,0.2,0,0.01,0,0.01,0,0
331314,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,16.06,2,0,0.03,14,0.03,0,0
331314,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
331314,Direct Uses-Total Process,TRUE,Machine Drive,1.03,1,0,0.01,0.01,0.01,0,0
331314,Direct Uses-Total Process,TRUE,Other Process Use,0.03,0.01,0,0.01,0,0.01,0,0
331314,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.01,0.01,0,0,0,0,0,0
331314,Direct Uses-Total Process,TRUE,Process Heating,15.02,1,0,0.01,14,0.01,0,0
331314,End Use Not Reported,FALSE,End Use Not Reported,1.03,0.01,0,0,1,0.01,0,0.01
331314,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,0.03,0.01,0,0,0.02,0,0,0
331314,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,0.01,0,0,0,0.01,0,0,0
331314,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,0.02,0.01,0,0,0.01,0,0,0
331314,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,19.15,3,0,0.07,16,0.07,0,0.01
331315,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,7.04,2,0,0.02,5,0.02,0,0
331315,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0,0,0,0,0,0,0,0
331315,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,5,1,0,0,4,0,0,0
331315,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,1,1,0,0,0,0,0,0
331315,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.01,0,0.01,0.01,0.01,0,0
331315,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,1.02,0.01,0,0,1,0.01,0,0
331315,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.02,0.01,0,0.01,0,0,0,0
331315,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,51.05,13,0.01,0.02,38,0.02,0,0
331315,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
331315,Direct Uses-Total Process,TRUE,Machine Drive,14.01,10,0,0.01,4,0,0,0
331315,Direct Uses-Total Process,TRUE,Other Process Use,0.03,0.01,0,0,0.01,0.01,0,0
331315,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.03,0.01,0,0.01,0.01,0,0,0
331315,Direct Uses-Total Process,TRUE,Process Heating,37.02,3,0.01,0,34,0.01,0,0
331315,End Use Not Reported,FALSE,End Use Not Reported,2,0,0,0,0,0,0,2
331315,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,2.01,0.01,0,0,2,0,0,0
331315,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,0.01,0,0,0,0.01,0,0,0
331315,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,2.01,0.01,0,0,2,0,0,0
331315,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,62.09,15,0.01,0.04,45,0.04,0,2
331318,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,3.08,1,0.01,0.04,2,0.03,0,0
331318,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.02,0,0,0.01,0.333,0,0,0
331318,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,1.04,0.01,0.01,0.01,1,0.01,0,0
331318,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,1,1,0,0,0,0,0,0
331318,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.01,0,0.01,0.333,0.01,0,0
331318,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.03,0.01,0,0,0.333,0.01,0,0
331318,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.02,0.01,0,0.01,0,0,0,0
331318,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,15.05,4,0,0.02,11,0.03,0,0
331318,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
331318,Direct Uses-Total Process,TRUE,Machine Drive,3.03,3,0,0.01,0.01,0.01,0,0
331318,Direct Uses-Total Process,TRUE,Other Process Use,0.04,0.01,0,0.01,0.01,0.01,0,0
331318,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.02,0.01,0,0,0.01,0,0,0
331318,Direct Uses-Total Process,TRUE,Process Heating,11.01,1,0,0,10,0.01,0,0
331318,End Use Not Reported,FALSE,End Use Not Reported,0.05,0.01,0,0.01,0.01,0.01,0,0.01
331318,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,1.03,0.01,0,0,1,0.02,0,0
331318,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,0.02,0,0,0,0.3,0.01,0,0
331318,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,0.03,0.01,0,0,0.7,0.01,0,0
331318,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,19.18,6,0.01,0.07,13,0.09,0,0.01
331410,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,2.07,1,0,0.03,1,0.04,0,0
331410,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.02,0,0,0.01,0.01,0,0,0
331410,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,2.01,1,0,0,1,0.01,0,0
331410,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,0.01,0.01,0,0,0,0,0,0
331410,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.01,0,0.01,0.01,0.01,0,0
331410,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.03,0.01,0,0,0.01,0.01,0,0
331410,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.03,0.01,0,0.01,0,0.01,0,0
331410,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,35.05,25,0,0.03,9,0.02,1,0
331410,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,6,6,0,0,0,0,0,0
331410,Direct Uses-Total Process,TRUE,Machine Drive,2.02,2,0,0.01,0.01,0,0,0
331410,Direct Uses-Total Process,TRUE,Other Process Use,3.03,2,0,0.01,0.01,0.01,1,0
331410,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,1,1,0,0,0,0,0,0
331410,Direct Uses-Total Process,TRUE,Process Heating,23.02,14,0,0.01,9,0.01,0,0
331410,End Use Not Reported,FALSE,End Use Not Reported,4.02,0.01,0,0,0,0.01,0,4
331410,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,6.03,0.01,0,0.02,6,0,0,0
331410,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,4.01,0,0,0.01,4,0,0,0
331410,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,2.02,0.01,0,0.01,2,0,0,0
331410,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,48.15,27,0,0.08,16,0.07,1,4
331511,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,10.11,4,0.01,0.05,6,0.05,0,0
331511,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.02,0,0,0.01,0,0.01,0,0
331511,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,9.03,3,0.01,0.01,6,0.01,0,0
331511,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,1,1,0,0,0,0,0,0
331511,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.03,0.01,0,0.01,0,0.01,0,0
331511,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.04,0.01,0,0.01,0.01,0.01,0,0
331511,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0.01,0,0.01,0.01,0.01,0,0
331511,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,25.06,16,0,0.02,9,0.03,0.01,0
331511,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
331511,Direct Uses-Total Process,TRUE,Machine Drive,5.03,5,0,0.01,0.01,0.01,0,0
331511,Direct Uses-Total Process,TRUE,Other Process Use,1.02,0.01,0,0,1,0.01,0,0
331511,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.01,0.01,0,0,0,0,0,0
331511,Direct Uses-Total Process,TRUE,Process Heating,19.03,10,0,0.01,9,0.01,0.01,0
331511,End Use Not Reported,FALSE,End Use Not Reported,15.04,0.01,0,0.01,0.01,0.01,0,15
331511,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,0.06,0.01,0,0.01,0.02,0.02,0,0
331511,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,0.03,0,0,0.01,0.01,0.01,0,0
331511,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,0.03,0.01,0,0,0.01,0.01,0,0
331511,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,52.22,21,0.01,0.09,16,0.11,0.01,15
331523,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,5.08,2,0,0.05,3,0.03,0,0
331523,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.01,0,0,0.01,0,0,0,0
331523,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,3.02,1,0,0.01,2,0.01,0,0
331523,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,1,1,0,0,0,0,0,0
331523,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.01,0,0.01,0.333,0.01,0,0
331523,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.04,0.01,0,0.01,0.333,0.01,0,0
331523,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.03,0.01,0,0.01,0.333,0,0,0
331523,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,18.05,5,0,0.02,13,0.03,0,0
331523,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
331523,Direct Uses-Total Process,TRUE,Machine Drive,3.03,3,0,0.01,0.01,0.01,0,0
331523,Direct Uses-Total Process,TRUE,Other Process Use,0.04,0.01,0,0.01,0.01,0.01,0,0
331523,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.02,0.01,0,0,0.01,0,0,0
331523,Direct Uses-Total Process,TRUE,Process Heating,15.01,2,0,0,13,0.01,0,0
331523,End Use Not Reported,FALSE,End Use Not Reported,0.03,0.01,0,0,0,0.01,0,0.01
331523,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,1.01,0.01,0,0,1,0,0,0
331523,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,0.01,0,0,0,0.01,0,0,0
331523,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,1.01,0.01,0,0,1,0,0,0
331523,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,24.15,7,0,0.07,17,0.07,0,0.01
331524,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,2.06,1,0,0.02,1,0.04,0,0
331524,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.01,0,0,0,0.01,0,0,0
331524,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,1.03,0.2,0,0.01,1,0.01,0,0
331524,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,0.01,0.2,0,0,0,0,0,0
331524,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.2,0,0.01,0.01,0.01,0,0
331524,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.03,0.2,0,0,0.01,0.01,0,0
331524,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.02,0.2,0,0,0,0.01,0,0
331524,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,9.07,2,0.01,0.03,7,0.03,0,0
331524,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
331524,Direct Uses-Total Process,TRUE,Machine Drive,1.04,1,0.01,0.01,0.01,0.01,0,0
331524,Direct Uses-Total Process,TRUE,Other Process Use,0.04,0.01,0,0.01,0.01,0.01,0,0
331524,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.02,0.01,0,0,0.01,0,0,0
331524,Direct Uses-Total Process,TRUE,Process Heating,8.02,1,0,0.01,7,0.01,0,0
331524,End Use Not Reported,FALSE,End Use Not Reported,0.04,0.01,0,0,0.01,0.01,0,0.01
331524,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,0.07,0.01,0,0.02,0.02,0.02,0,0
331524,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,0.03,0,0,0.01,0.01,0.01,0,0
331524,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,0.04,0.01,0,0.01,0.01,0.01,0,0
331524,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,11.19,3,0.01,0.07,8,0.1,0,0.01
334413,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,32.1,24,0.01,0.05,8,0.04,0,0
334413,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.02,0,0,0.01,0.01,0,0,0
334413,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,22.03,15,0.01,0.01,7,0.01,0,0
334413,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,4,4,0,0,0,0,0,0
334413,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.03,0.01,0,0.01,0,0.01,0,0
334413,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,3.03,3,0,0.01,0.01,0.01,0,0
334413,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,3.02,2,0,0.01,1,0.01,0,0
334413,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,46.03,40,0,0.02,6,0.01,0,0
334413,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,2,2,0,0,0,0,0,0
334413,Direct Uses-Total Process,TRUE,Machine Drive,15.03,15,0,0.01,0.01,0.01,0,0
334413,Direct Uses-Total Process,TRUE,Other Process Use,9.01,6,0,0.01,3,0,0,0
334413,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,9.01,9,0,0,0.01,0,0,0
334413,Direct Uses-Total Process,TRUE,Process Heating,11,8,0,0,3,0,0,0
334413,End Use Not Reported,FALSE,End Use Not Reported,1.02,1,0,0,0.01,0,0,0.01
334413,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,11.03,1,0,0.01,10,0.02,0,0
334413,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,2.01,0,0,0,2,0.01,0,0
334413,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,9.02,1,0,0.01,8,0.01,0,0
334413,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,89.17,65,0.01,0.08,24,0.07,0,0.01
336111,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,9.08,4,0,0.05,5,0.03,0,0
336111,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.02,0,0,0.01,0.01,0,0,0
336111,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,7.02,2,0,0.01,5,0.01,0,0
336111,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,2,2,0,0,0,0,0,0
336111,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.01,0,0.01,0.01,0.01,0,0
336111,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.04,0.01,0,0.01,0.01,0.01,0,0
336111,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.02,0.01,0,0.01,0,0,0,0
336111,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,20.03,8,0,0.02,12,0.01,0,0
336111,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
336111,Direct Uses-Total Process,TRUE,Machine Drive,5.01,5,0,0.01,0,0,0,0
336111,Direct Uses-Total Process,TRUE,Other Process Use,1.02,0.01,0,0.01,1,0,0,0
336111,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,1,1,0,0,0,0,0,0
336111,Direct Uses-Total Process,TRUE,Process Heating,11.01,1,0,0,10,0.01,0,0
336111,End Use Not Reported,FALSE,End Use Not Reported,1.02,0.01,0,0,0.01,0,0,1
336111,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,2.04,0.1,0,0.01,2,0.01,0.01,0
336111,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,0.02,0,0,0.01,0.01,0,0,0
336111,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,2.03,0.1,0,0,2,0.01,0.01,0
336111,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,32.14,12,0,0.08,19,0.05,0.01,1
336112,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,10.07,4,0,0.04,6,0.03,0,0
336112,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.01,0,0,0.01,0,0,0,0
336112,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,8.01,2,0,0,6,0.01,0,0
336112,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,1,1,0,0,0,0,0,0
336112,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.333,0,0.01,0.01,0.01,0,0
336112,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.03,0.333,0,0.01,0.01,0,0,0
336112,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.03,0.333,0,0.01,0,0.01,0,0
336112,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,22.03,8,0,0.02,14,0.01,0,0
336112,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.5,0,0,0,0,0,0
336112,Direct Uses-Total Process,TRUE,Machine Drive,5.02,5,0,0.01,0.01,0,0,0
336112,Direct Uses-Total Process,TRUE,Other Process Use,2.02,1,0,0.01,1,0.01,0,0
336112,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,1.01,1,0,0,0.01,0,0,0
336112,Direct Uses-Total Process,TRUE,Process Heating,13.01,0.5,0,0,13,0,0,0
336112,End Use Not Reported,FALSE,End Use Not Reported,2.01,0,0,0.01,0,0,0,2
336112,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,5.02,0.01,0,0,5,0,0.01,0
336112,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,1,0,0,0,1,0,0,0
336112,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,4.02,0.01,0,0,4,0,0.01,0
336112,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,39.12,12,0,0.07,25,0.04,0.01,2
336411,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,12.91,7,0,0.88,5,0.03,0,0
336411,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.01,0,0,0,0.01,0,0,0
336411,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,8.02,3,0,0.01,5,0.01,0,0
336411,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,3,3,0,0,0,0,0,0
336411,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.89,0.01,0,0.86,0.01,0.01,0,0
336411,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,1.02,1,0,0,0.01,0.01,0,0
336411,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.03,0.01,0,0.01,0.01,0,0,0
336411,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,6.04,4,0,1.01,1,0.03,0,0
336411,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.333,0,0,0,0,0,0
336411,Direct Uses-Total Process,TRUE,Machine Drive,3.02,2,0,1,0.01,0.01,0,0
336411,Direct Uses-Total Process,TRUE,Other Process Use,0.02,0.333,0,0,0.01,0,0,0
336411,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.03,0.333,0,0,0.01,0.01,0,0
336411,Direct Uses-Total Process,TRUE,Process Heating,2.02,1,0,0.01,1,0.01,0,0
336411,End Use Not Reported,FALSE,End Use Not Reported,0.04,0.01,0,0,0.01,0.01,0,0.01
336411,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,4.04,0.01,0.01,0.01,4,0.01,0,0
336411,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,0.01,0,0,0,0.5,0,0,0
336411,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,3.04,0.01,0.01,0.01,3.5,0.01,0,0
336411,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,23,11,0.01,1.9,10,0.08,0,0.01
